id,student_id,course_id
876,4671,7
877,9642,7
878,1452,14
879,7067,12
880,1884,9
881,5409,17
882,702,11
883,7642,12
884,4589,8
885,4276,12
886,9161,5
887,537,3
888,60,1
889,6103,7
890,5200,5
891,1667,13
892,3860,6
893,9238,8
894,8630,14
895,7091,13
896,3092,17
897,5230,12
898,4533,2
899,7319,5
900,8604,6
901,9623,14
902,9718,11
903,877,13
904,8156,11
905,4510,12
906,4614,7
907,3653,9
908,5429,4
909,7441,13
910,6458,16
911,1353,5
912,8344,11
913,1734,1
914,5001,11
915,8850,12
916,521,3
917,1759,11
918,5738,12
919,8630,6
920,3303,13
921,5250,14
922,5442,9
923,355,17
924,1898,12
925,5267,13
926,5855,12
927,4908,9
928,1265,6
929,8304,8
930,8670,17
931,7587,10
932,4376,14
933,2563,10
934,1507,9
935,1312,3
936,8656,16
937,9367,13
938,1131,7
939,8079,6
940,2968,17
941,8286,9
942,6706,8
943,4343,10
944,5328,6
945,3060,7
946,1816,7
947,8791,6
948,1711,12
949,4335,13
950,9874,7
951,7348,10
952,6621,14
953,9104,7
954,9099,6
955,4045,3
956,8427,8
957,3317,12
958,8580,14
959,126,9
960,5309,14
961,2038,12
962,2716,13
963,5652,4
964,7244,7
965,54,4
966,9119,7
967,426,13
968,1869,3
969,8949,11
970,605,15
971,6411,12
972,4855,8
973,6531,11
974,10000,6
975,1966,17
976,6467,14
977,1326,3
978,7639,8
979,2502,7
980,6030,12
981,6484,9
982,8075,9
983,1606,9
984,9318,10
985,2215,9
986,7063,2
987,9154,12
988,3876,17
989,7412,10
990,720,9
991,5847,3
992,2400,13
993,7315,10
994,4835,11
995,2636,9
996,7000,8
997,3132,1
998,1703,13
999,7791,11
1000,8862,13
1001,3854,15
1002,8745,7
1003,1946,5
1004,4005,11
1005,8855,11
1006,7637,8
1007,6726,8
1008,5275,14
1009,7085,9
1010,4870,13
1011,9065,7
1012,3378,10
1013,3670,13
1014,7892,13
1015,3423,4
1016,771,12
1017,8225,5
1018,1795,5
1019,5295,10
1020,2167,6
1021,6350,12
1022,8232,11
1023,3112,14
1024,4283,10
1025,2431,3
1026,1282,12
1027,8954,7
1028,2343,14
1029,1784,10
1030,3423,11
1031,1958,11
1032,7489,7
1033,3387,17
1034,694,9
1035,5074,9
1036,6359,9
1037,9858,16
1038,4609,12
1039,494,5
1040,6587,8
1041,8232,13
1042,1645,9
1043,3150,10
1044,8941,9
1045,9240,12
1046,269,6
1047,7042,14
1048,9786,12
1049,29,13
1050,9264,14
1051,4193,7
1052,4947,17
1053,8017,12
1054,4762,11
1055,3445,6
1056,6474,5
1057,900,14
1058,5653,12
1059,5046,17
1060,9759,11
1061,2856,6
1062,5625,6
1063,3669,12
1064,634,10
1065,9595,3
1066,8782,10
1067,8781,11
1068,5656,5
1069,9358,14
1070,3209,12
1071,6143,6
1072,23,10
1073,8744,14
1074,6048,5
1075,5243,10
1076,2331,5
1077,5478,14
1078,9766,12
1079,8390,8
1080,648,12
1081,4446,13
1082,7569,12
1083,1447,7
1084,930,3
1085,6853,7
1086,9628,11
1087,2630,6
1088,2256,10
1089,624,3
1090,5999,13
1091,4305,10
1092,9516,12
1093,5398,1
1094,793,8
1095,7022,14
1096,7596,14
1097,8427,4
1098,9657,7
1099,8760,7
1100,9558,5
1101,9409,14
1102,176,9
1103,2306,15
1104,8824,15
1105,5954,9
1106,4278,12
1107,6621,8
1108,6844,6
1109,6384,14
1110,6305,11
1111,9307,7
1112,298,14
1113,400,11
1114,2404,12
1115,6739,13
1116,439,13
1117,2611,5
1118,1286,12
1119,7946,13
1120,9948,14
1121,1982,7
1122,1749,10
1123,2589,10
1124,7047,5
1125,6631,2
1126,9046,5
1127,533,7
1128,4903,5
1129,7730,17
1130,6422,11
1131,2048,11
1132,6219,4
1133,5054,17
1134,8536,2
1135,4121,17
1136,5831,12
1137,1091,9
1138,2648,1
1139,4394,7
1140,6351,12
1141,6043,1
1142,933,7
1143,1353,5
1144,7607,6
1145,2173,3
1146,1617,11
1147,4073,3
1148,8474,9
1149,3399,14
1150,4765,7
1151,8565,7
1152,127,14
1153,7214,9
1154,4053,7
1155,2785,5
1156,2366,13
1157,3280,6
1158,6530,13
1159,5031,15
1160,3502,6
1161,3319,1
1162,4496,17
1163,1427,16
1164,2874,7
1165,7389,13
1166,1040,10
1167,8725,9
1168,2087,15
1169,2193,17
1170,2694,12
1171,3369,11
1172,963,11
1173,6504,11
1174,692,13
1175,5959,7
1176,9212,9
1177,4475,13
1178,3085,17
1179,2382,14
1180,6773,9
1181,9848,8
1182,3870,10
1183,2914,11
1184,729,11
1185,4029,10
1186,6767,6
1187,8525,12
1188,3723,10
1189,4269,10
1190,8048,8
1191,6798,14
1192,5743,7
1193,76,11
1194,9340,9
1195,1202,14
1196,4919,11
1197,2262,4
1198,1018,13
1199,1620,12
1200,5498,6
1201,8800,11
1202,9156,7
1203,4338,5
1204,4414,13
1205,7606,10
1206,6469,6
1207,594,12
1208,958,14
1209,6981,2
1210,8451,13
1211,8573,13
1212,1975,8
1213,3585,10
1214,1728,13
1215,4712,7
1216,5942,12
1217,2740,11
1218,1632,12
1219,8184,13
1220,3471,1
1221,3852,15
1222,5740,5
1223,7429,14
1224,7485,11
1225,157,10
1226,1848,13
1227,1030,6
1228,8500,12
1229,5363,13
1230,1188,12
1231,4094,15
1232,4255,13
1233,4706,7
1234,6503,7
1235,4074,7
1236,2164,6
1237,3629,10
1238,3475,14
1239,1679,9
1240,576,17
1241,9980,9
1242,7743,14
1243,3026,9
1244,4094,13
1245,5822,13
1246,5467,9
1247,6992,8
1248,9189,14
1249,9734,10
1250,4396,15
1251,4041,6
1252,5652,8
1253,6512,11
1254,8050,8
1255,4830,14
1256,6941,15
1257,7799,6
1258,3705,10
1259,2555,11
1260,4848,5
1261,1154,5
1262,5509,5
1263,1741,3
1264,6225,12
1265,9402,10
1266,7768,9
1267,1567,10
1268,5116,15
1269,1670,6
1270,6066,9
1271,4318,11
1272,782,10
1273,4568,7
1274,103,5
1275,7108,14
1276,571,12
1277,8511,10
1278,3048,13
1279,1505,7
1280,8251,13
1281,8717,6
1282,4068,9
1283,7747,9
1284,3300,2
1285,2904,13
1286,5460,17
1287,3933,11
1288,5561,13
1289,2073,13
1290,945,3
1291,7455,15
1292,4990,10
1293,4364,11
1294,8102,8
1295,5254,16
1296,5120,8
1297,400,15
1298,1962,6
1299,589,14
1300,2431,14
1301,7931,11
1302,9919,12
1303,686,7
1304,273,6
1305,2780,7
1306,9367,13
1307,5626,1
1308,988,8
1309,7482,17
1310,5830,10
1311,1464,9
1312,9969,15
1313,8581,12
1314,8204,6
1315,2060,6
1316,2324,2
1317,3662,8
1318,5455,6
1319,2243,13
1320,3727,13
1321,2672,16
1322,6287,13
1323,8616,11
1324,3436,11
1325,4007,12
1326,7484,7
1327,5936,9
1328,2031,11
1329,2506,14
1330,3811,14
1331,9818,1
1332,6915,6
1333,4691,12
1334,9075,13
1335,8546,9
1336,1314,9
1337,3939,14
1338,247,11
1339,2773,17
1340,5693,13
1341,3451,11
1342,5652,5
1343,2579,3
1344,5150,17
1345,9809,7
1346,4927,11
1347,6403,11
1348,5017,14
1349,1204,1
1350,4793,11
1351,2825,12
1352,1054,7
1353,3092,7
1354,4909,12
1355,9416,9
1356,3783,9
1357,7533,2
1358,5866,6
1359,2151,5
1360,7331,9
1361,538,1
1362,2875,7
1363,3026,14
1364,1922,10
1365,9680,13
1366,7920,11
1367,6594,14
1368,8485,5
1369,2448,3
1370,7296,14
1371,9823,14
1372,8861,5
1373,3053,12
1374,8285,16
1375,1319,9
1376,3680,9
1377,2589,17
1378,4174,12
1379,8139,10
1380,3157,13
1381,3353,8
1382,7127,16
1383,6524,9
1384,385,7
1385,4436,13
1386,8472,9
1387,9899,17
1388,4567,3
1389,7225,13
1390,3699,3
1391,7988,7
1392,3916,1
1393,1976,12
1394,3661,12
1395,221,6
1396,2572,5
1397,5989,14
1398,2045,14
1399,6530,17
1400,1596,6
1401,4007,6
1402,9220,5
1403,6877,10
1404,4373,7
1405,219,17
1406,8946,14
1407,5939,11
1408,9127,17
1409,6108,2
1410,2710,17
1411,2131,15
1412,2533,5
1413,7912,2
1414,219,10
1415,5753,8
1416,7946,2
1417,8109,9
1418,745,14
1419,6577,14
1420,3673,1
1421,1537,2
1422,1274,11
1423,9299,7
1424,6681,8
1425,7717,9
1426,9843,16
1427,524,17
1428,8595,13
1429,6228,4
1430,7236,9
1431,2708,8
1432,4428,5
1433,7553,13
1434,9874,8
1435,4911,10
1436,8438,9
1437,6000,5
1438,2713,7
1439,1293,16
1440,8320,5
1441,5084,12
1442,2155,2
1443,5992,12
1444,8911,10
1445,1956,9
1446,8637,10
1447,1928,8
1448,133,12
1449,7019,14
1450,8545,13
1451,2870,2
1452,9845,15
1453,8586,7
1454,54,10
1455,4063,6
1456,723,9
1457,301,12
1458,3646,8
1459,7548,17
1460,5863,1
1461,7601,7
1462,8195,2
1463,1417,7
1464,699,7
1465,5284,14
1466,1681,11
1467,5569,12
1468,1406,13
1469,9285,9
1470,4258,10
1471,8448,7
1472,1938,11
1473,1202,2
1474,9495,7
1475,9491,10
1476,4800,3
1477,9347,5
1478,1258,8
1479,4640,13
1480,1736,12
1481,6514,12
1482,1242,17
1483,4425,13
1484,406,11
1485,5883,12
1486,8570,14
1487,2185,10
1488,6086,5
1489,6088,13
1490,6370,7
1491,8390,13
1492,1754,1
1493,8582,10
1494,8640,12
1495,903,5
1496,2968,11
1497,5760,14
1498,4573,9
1499,5042,5
1500,9580,8
1501,3800,9
1502,2007,7
1503,5418,10
1504,8980,13
1505,5082,17
1506,6483,15
1507,9418,14
1508,1818,10
1509,8991,1
1510,9146,9
1511,9549,9
1512,7723,17
1513,8001,10
1514,3065,11
1515,7316,2
1516,3896,14
1517,1603,7
1518,9944,14
1519,5905,8
1520,8882,9
1521,66,11
1522,351,14
1523,1082,14
1524,9648,3
1525,9845,8
1526,2149,14
1527,8365,17
1528,9924,7
1529,6650,17
1530,9136,13
1531,5224,8
1532,4179,10
1533,75,5
1534,6544,9
1535,6216,15
1536,1637,4
1537,9990,1
1538,3005,7
1539,9150,11
1540,632,9
1541,7142,10
1542,9314,11
1543,4890,2
1544,1316,5
1545,3014,1
1546,5653,12
1547,1906,8
1548,3102,14
1549,308,7
1550,679,17
1551,9434,10
1552,4480,2
1553,767,6
1554,1033,7
1555,6536,13
1556,3201,12
1557,3931,12
1558,114,2
1559,4092,2
1560,6210,7
1561,1826,9
1562,6222,2
1563,2246,6
1564,7809,3
1565,2508,16
1566,5584,1
1567,3581,13
1568,3682,8
1569,7075,13
1570,1222,8
1571,8640,14
1572,1552,7
1573,3770,13
1574,8469,6
1575,2856,5
1576,2023,11
1577,5258,14
1578,921,15
1579,3927,16
1580,8239,6
1581,1182,14
1582,3745,4
1583,2695,13
1584,9487,8
1585,9143,15
1586,9110,16
1587,7091,1
1588,2917,4
1589,5555,10
1590,4420,14
1591,9822,1
1592,3998,17
1593,7279,6
1594,374,12
1595,6070,12
1596,7902,13
1597,8068,12
1598,3192,10
1599,2086,14
1600,766,7
1601,3534,9
1602,4837,9
1603,2625,17
1604,3950,11
1605,7753,3
1606,534,8
1607,4128,17
1608,9945,10
1609,8535,16
1610,9561,13
1611,603,7
1612,4645,15
1613,7832,8
1614,1794,8
1615,8275,12
1616,9505,12
1617,5022,6
1618,2892,17
1619,8352,10
1620,1733,12
1621,680,6
1622,9105,14
1623,5816,10
1624,5865,5
1625,7276,10
1626,8698,9
1627,3313,7
1628,1321,12
1629,9299,14
1630,3936,4
1631,8729,15
1632,892,8
1633,5236,8
1634,9657,11
1635,3874,13
1636,899,4
1637,3096,6
1638,7199,9
1639,9465,16
1640,7396,11
1641,7044,7
1642,8289,15
1643,7231,5
1644,3265,13
1645,5789,14
1646,2342,13
1647,6757,9
1648,9542,12
1649,8950,11
1650,2497,10
1651,8747,6
1652,5126,14
1653,4420,13
1654,8015,9
1655,9095,4
1656,2293,1
1657,4670,12
1658,675,8
1659,7230,13
1660,2612,1
1661,258,9
1662,2688,12
1663,7825,11
1664,7727,11
1665,2329,10
1666,4549,11
1667,4642,13
1668,5480,9
1669,8948,11
1670,9801,8
1671,1975,12
1672,5016,11
1673,543,3
1674,8791,5
1675,1952,4
1676,1759,12
1677,6592,7
1678,2246,8
1679,5793,6
1680,6737,14
1681,9711,1
1682,3902,14
1683,4509,3
1684,6187,10
1685,321,1
1686,6282,11
1687,1472,9
1688,1911,1
1689,8526,8
1690,4725,13
1691,9682,12
1692,2133,16
1693,9981,12
1694,1581,6
1695,4907,14
1696,9677,10
1697,982,10
1698,2103,11
1699,2181,11
1700,9513,13
1701,2355,9
1702,7242,5
1703,29,13
1704,4033,9
1705,503,15
1706,8384,5
1707,5727,13
1708,2090,10
1709,5984,17
1710,4213,4
1711,7910,11
1712,9408,11
1713,9154,2
1714,5357,6
1715,4110,9
1716,2887,6
1717,3129,7
1718,8652,12
1719,1917,17
1720,8767,13
1721,7988,9
1722,491,6
1723,903,7
1724,13,13
1725,4405,7
1726,9442,9
1727,9731,12
1728,1110,10
1729,8256,17
1730,8770,8
1731,2682,11
1732,7384,14
1733,8804,13
1734,5728,11
1735,7543,12
1736,4260,5
1737,5889,17
1738,1059,12
1739,583,10
1740,6147,7
1741,7739,11
1742,6093,13
1743,3089,14
1744,6303,8
1745,9687,12
1746,5700,8
1747,8958,13
1748,6334,12
1749,9195,17
1750,8431,8
1751,97,17
1752,4622,17
1753,1142,17
1754,3661,11
1755,4627,8
1756,8976,12
1757,2542,1
1758,122,4
1759,2325,6
1760,4030,5
1761,9586,1
1762,4618,4
1763,2601,13
1764,9414,14
1765,5217,9
1766,9600,13
1767,1791,4
1768,207,8
1769,4110,12
1770,4993,12
1771,6659,8
1772,4266,5
1773,1881,17
1774,9141,6
1775,4644,17
1776,2507,6
1777,6897,17
1778,9041,4
1779,5460,6
1780,2355,11
1781,3309,8
1782,5022,6
1783,6497,12
1784,3046,2
1785,4474,13
1786,1516,8
1787,2061,8
1788,2841,3
1789,8542,12
1790,5953,5
1791,7959,10
1792,3677,13
1793,6659,8
1794,433,14
1795,4869,11
1796,9122,13
1797,750,5
1798,3432,15
1799,8162,5
1800,6956,9
1801,3758,4
1802,7160,16
1803,8262,11
1804,4671,12
1805,6056,6
1806,961,17
1807,3916,4
1808,4730,6
1809,8317,12
1810,9634,9
1811,9673,3
1812,1216,13
1813,4557,14
1814,9725,5
1815,2746,5
1816,9958,2
1817,5288,15
1818,4619,17
1819,2026,5
1820,4110,6
1821,461,8
1822,3712,4
1823,2942,13
1824,1792,1
1825,5329,5
1826,7427,5
1827,6803,17
1828,4980,3
1829,4583,7
1830,8927,7
1831,9813,10
1832,7682,9
1833,5613,9
1834,3362,12
1835,5163,13
1836,1839,6
1837,2498,12
1838,2351,16
1839,2373,6
1840,9536,14
1841,4686,17
1842,7748,8
1843,7296,11
1844,5726,13
1845,5312,14
1846,3260,12
1847,6073,9
1848,5015,16
1849,1392,9
1850,975,11
1851,3710,16
1852,9636,5
1853,6829,13
1854,4123,13
1855,30,3
1856,831,6
1857,4879,12
1858,5362,10
1859,2724,10
1860,8010,16
1861,8786,14
1862,3322,7
1863,3806,2
1864,5920,11
1865,8006,2
1866,8114,7
1867,140,14
1868,7316,9
1869,4468,2
1870,5920,12
1871,4725,17
1872,1079,8
1873,9119,13
1874,4605,11
1875,2348,13
1876,6673,5
1877,3585,9
1878,8636,3
1879,4,12
1880,4033,9
1881,9407,8
1882,2593,13
1883,7749,10
1884,654,12
1885,4022,6
1886,4331,10
1887,3619,8
1888,4596,14
1889,4410,6
1890,6489,8
1891,1184,11
1892,4937,8
1893,172,8
1894,4163,12
